id,job_title,career_level,experience_level,education_level,skills
1757,Web Developer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['web application', 'control system', 'operation management', 'management system', 'web development', 'vue js', 'adobe xd', 'web developer', 'programmers developing', 'operational control', 'management operations', 'management', 'new database', 'support operations', 'coordinate', 'databases programming', 'coordinating', 'based systems', 'cloud systems', 'wordpress', 'php java', 'language programming', 'laravel', 'hibernate', 'bootstrap', 'jquery', 'angular', 'mysql', 'git', 'trello', 'non profit', 'java', 'apply']"
1759,Data Center Operator,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['tcp ip', 'lan', 'vpn', 'dns', 'data center', 'center operator', 'talend', 'operator']"
1760,Electrical Design Staff,Pegawai (non-manajemen & non-supervisor),3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['electrical engineering', 'design specification', 'technical drawing', 'control system', 'installation testing', 'electrical', 'plc', 'programming', 'autocad', 'pneumatic', 'automation', 'read', 'required specification', 'economy', 'reliability', 'sustainability', 'engage customer', 'perspective', 'estimating cost', 'scale', 'presentation', 'machine electrical', 'commissioning', 'schedule project', 'estimate time', 'supervise', 'plan', 'electrical design', 'mapping']"
1762,Finance Intern,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,Tidak terspesifikasi,"['microsoft office', 'accounting software', 'general ledger', 'finance', 'accounting transactions', 'calculation', 'accounting', 'communication skills', 'english', 'management', 'financial accounting', 'teamwork']"
1764,Operation Manager Outlet,Manajer/Asisten Manajer,3 tahun,Tidak terspesifikasi,"['food preparation', 'restaurant operation', 'design strategy', 'food quality', 'supervise', 'sales', 'food', 'schedule', 'beverage', 'coordinate', 'purchase', 'accident reports', 'manage', 'cleanliness', 'plans', 'operation manager', 'management', 'communication']"
1766,Store Manager Belanja Keramik (Batutulis & Ciomas - Bogor),Manajer/Asisten Manajer,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['safe', 'sales', 'floor', 'material ceramic', 'skills microsoft', 'sales retail']"
1771,DIGITAL MARKETING,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['social medium', 'customer service', 'editing', 'photography']"
1773,Technician,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['technical support', 'screw compressor', 'dryer', 'compressor']"
1775,Sales Field (Bekasi),Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['business development', 'e commerce', 'canvassing', 'sales', 'c']"
1777,IT SUPPORT (NETWORK & APPLICATION),Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['google meet', 'html', 'zoom', 'microsoft teams', 'host video', 'java', 'c', 'mysql', 'php', 'python', 'android']"
1779,Branch Operations Operator - Fund Accounting,Tidak Terspesifikasi,,Tidak terspesifikasi,"['fund accounting', 'reputational risk', 'computer literacy', 'diversity and inclusion', 'act', 'operations', 'managing', 'operation', 'bank', 'timelines', 'data processing', 'financial reporting', 'audit', 'requirements business', 'subject matter', 'verbal communication', 'communication candidate', 'accounting', 'analytical', 'english', 'working environment', 'innovation', 'disabilities']"
1780,JUNIOR MOBILE PROGRAMMER,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['computer science', 'react native', 'software development', 'e commerce', 'google map', 'business process', 'process engineering', 'business intelligence', 'internet of thing', 'oop', 'css', 'api', 'erp', 'android', 'xamarin', 'java', 'script', 'application portfolio', 'development application', 'integrating', 'bluetooth', 'biometric']"
1782,Chief Security,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['management system', 'risk management', 'security system', 'english', 'bahasa', 'security management']"
1783,Mechanical Engineering Officer (Preventive Maintenance & Workshop),Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['mechanical engineering', 'electrical drawing', 'machines tools', 'tools buildings', 'maintenance plan', 'plan', 'r', 'autocad', 'mechanic']"
1784,Junior Barista,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"SMA, SMU/SMK/STM","['customer service', 'empathy', 'sales', 'prepare food', 'beverages']"
1790,Sales Officer - Makassar,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['data entry', 'backlog', 'management', 'sales', 'c']"
1791,Business Studies Teacher for Secondary School Level,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['english language', 'teaching', 'communication skill', 'creative', 'personality computer']"
1793,Area Sales Manager (ASM),Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['fast move consumer good', 'manager', 'market management', 'management']"
1794,Ads Specialist,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak terspesifikasi,"['google ad', 'ads', 'ads google', 'tiktok', 'budgeting', 'editing', 'copywriting']"
1796,Staff Budidaya,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Sarjana (S1),"['video editing', 'video editing software', 'open water', 'photography', 'bahasa', 'diving', 'dive', 'editing', 'appsheet']"
1797,Operation Manager Internship,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,Tidak terspesifikasi,"['operation management', 'business administration', 'budget development', 'conflict management', 'business software', 'microsoft office', 'quality assurance', 'account payable', 'account receivable', 'business transformation', 'service management', 'operations', 'negotiation', 'communication', 'management staff', 'operational', 'equity', 'outsourcing business', 'building management', 'reliable']"
1798,Maintenance Electrical,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['electrical engineering', 'preventive maintenance', 'hydraulic pump', 'analytical skill', 'problem solve', 'plan execute', 'machinery', 'enforcing', 'installation', 'pneumatic', 'hydraulic', 'plc']"
1800,Accounting & Tax Department Head,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),"['external auditor', 'asset management', 'microsoft office', 'accounting tax', 'end month end', 'closing', 'operation', 'consolidation', 'communication', 'accounting', 'internal auditor', 'managed', 'billing', 'audit', 'analytical', 'leadership']"
1801,Junior High Teaching Coach (Teacher for Tuition Center),Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['bit ly', 'literacy', 'teaching', 'physics chemistry', 'english', 'phonics', 'teacher educator', 'science social', 'bahasa']"
1806,HR RECRUITMENT SENIOR STAFF,Supervisor/Koordinator,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['recruitment planning', 'psychology', 'scale', 'operate', 'psychological test', 'test tools', 'mill', 'english', 'analytical', 'management']"
1807,Sales Executive,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['direct selling', 'sales executive', 'sales', 'c', 'android', 'tablet', 'bluetooth']"
1808,Programmer Staff,Tidak Terspesifikasi,,Tidak terspesifikasi,"['information system', 'electrical engineering', 'information technology', 'php framework', 'database system', 'html', 'java', 'script', 'programming', 'programming database', 'sql']"
1809,Senior Recruitment Supervisor,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['need analysis', 'recruitment software', 'applicant tracking system', 'management system', 'social medium', 'analytical skill', 'reach', 'recruitment process', 'advertisements', 'psychological', 'creative', 'sourcing', 'source', 'compatibility', 'best practice', 'psychology', 'psychological tests', 'tests scoring', 'professional networks', 'targets', 'agile', 'leadership', 'teamwork', 'communication', 'english']"
1810,Business Coach GRATYO® SURABAYA,CEO/GM/Direktur/Manajer Senior,8 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['business development', 'public relation', 'fast move consumer good', 'sale operation', 'brand', 'business coach', 'master plan', 'beverages', 'management', 'manager sales', 'manager', 'finance', 'consultant', 'sales', 'operating', 'business', 'blind spot', 'visi', 'business management', 'communication', 'communication skills', 'professional']"
1811,IT Programmer (Contract Based),Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['functional specification', 'system development', 'system integration', 'need analysis', 'information technology', 'asp net', 'oracle application', 'oracle application server', 'application server', 'erp', 'planning', 'installation', 'design', 'design programs', 'program design program', 'consultation', 'sql server', 'c', 'net asp']"
1812,Talent Acquisition Manager,Manajer/Asisten Manajer,10 tahun,Sarjana (S1),"['business priority', 'problem solve', 'talent acquisition', 'applicant tracking system', 'job interview', 'analytical skill', 'stage', 'closing', 'recruitment process', 'manager', 'recruiting strategies', 'collaborate', 'managers talent', 'professional', 'communication skills', 'skills', 'skills analytical']"
1813,DESK COLLECTION MANAGER,Manajer/Asisten Manajer,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['collection', 'collection data', 'develop business', 'english']"
1815,Branch Manager Kendari,Manajer/Asisten Manajer,10 tahun,Sarjana (S1),"['customer satisfaction', 'customer service', 'human resource management', 'resource management', 'time management', 'manager', 'supervise', 'operation', 'manage staff', 'positive', 'enable sales', 'sales', 'operational', 'human resources', 'budget', 'corrective actions', 'reports daily', 'employee performance', 'presented', 'verbal communication']"
1817,Technical Audit Supervisor,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['preventive maintenance', 'maintenance engineering', 'engineering industrial', 'machinery', 'best practice', 'power plant', 'english written', 'communication', 'food']"
1819,MANAGER LANDSCAPE (CITRA SENTUL RAYA),Manajer/Asisten Manajer,10 tahun,Sarjana (S1),"['landscape', 'manager landscape', 'developer landed', 'keras', 'autocad', 'sketchup']"
1820,Social Media Freelancer,Tidak Terspesifikasi,,Tidak terspesifikasi,"['financial service', 'financial literacy', 'social medium', 'content design', 'social medium content', 'digital advertising', 'e commerce', 'financial technology', 'case', 'trait', 'innovations', 'collaborate', 'manager', 'prioritize', 'milestones', 'investment', 'fs', 'writing', 'english']"
1821,Merchandiser,Supervisor/Koordinator,2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['product strategy', 'performance report', 'fashion merchandising', 'analytical thinking', 'planning', 'managing', 'merchandise', 'sales', 'executing', 'managing inventory', 'managing product', 'communication', 'consolidation', 'plan', 'plans', 'brand', 'management business', 'finance', 'merchandiser', 'data analysis', 'forecasting', 'forecast', 'communication skills', 'english']"
1823,Regional Controller (Contract),Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Sarjana (S1),"['financial statement', 'audit process', 'controlling financial', 'audit reports', 'finance', 'management', 'audit', 'communication', 'gd', 'recruitment process']"
1826,ACCOUNTING & FINANCE STAFF,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['tax management', 'value add tax', 'accounting system', 'analytical skill', 'time management', 'petty cash', 'erp', 'accounting', 'finance', 'communication', 'english', 'accounting principles', 'collaboration', 'financial transaction', 'settlement', 'claim', 'document sources', 'authorization', 'reconciliation bank', 'bank', 'communicate', 'coordinate']"
1827,Technical Writer (IT),Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['computer science', 'information technology', 'software development', 'screen capture', 'business logic', 'communication', 'teamwork', 'integration test', 'acceptance test', 'mobile testing', 'algorithms', 'datasets', 'data analysis']"
1828,Management Trainee,Supervisor/Koordinator,1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['cash flow', 'management', 'target oriented', 'acting', 'survey', 'accounting', 'sales']"
1830,IT Support,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['digital marketing', 'html', 'iic', 'troubleshooting', 'php']"
1831,BrandComm & Public Relation,Manajer/Asisten Manajer,3 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['marketing communication', 'communication strategy', 'digital marketing', 'content marketing', 'press release', 'loyalty program', 'customer satisfaction', 'mass communication', 'public relation', 'mass medium', 'marketing analysis', 'people management', 'blast', 'crm', 'plan', 'creative', 'execution process', 'process communication', 'budget', 'atl', 'design digital', 'timeline', 'communication', 'sales', 'targets', 'plans', 'platforms web', 'vouchers', 'brand', 'ct', 'evaluation job', 'business management', 'business studies', 'management', 'marketing mass', 'manager', 'communications', 'track', 'telecommunications', 'banking', 'long term', 'leadership', 'english']"
